rmse_min_max/coarse,rmse_avg/coarse,r2/coarse,r2_lin/coarse,rmse_min_max/clay,rmse_avg/clay,r2/clay,r2_lin/clay,rmse_min_max/silt,rmse_avg/silt,r2/silt,r2_lin/silt,rmse_min_max/sand,rmse_avg/sand,r2/sand,r2_lin/sand,rmse_min_max/pH.in.CaCl,rmse_avg/pH.in.CaCl,r2/pH.in.CaCl,r2_lin/pH.in.CaCl,rmse_min_max/pH.in.H2O,rmse_avg/pH.in.H2O,r2/pH.in.H2O,r2_lin/pH.in.H2O,rmse_min_max/OC,rmse_avg/OC,r2/OC,r2_lin/OC,rmse_min_max/CaCO3,rmse_avg/CaCO3,r2/CaCO3,r2_lin/CaCO3,rmse_min_max/N,rmse_avg/N,r2/N,r2_lin/N,rmse_min_max/P,rmse_avg/P,r2/P,r2_lin/P,rmse_min_max/K,rmse_avg/K,r2/K,r2_lin/K,rmse_min_max/CEC,rmse_avg/CEC,r2/CEC,r2_lin/CEC,rmse_min_max/avg,rmse_avg/avg,r2/avg,r2_lin/avg,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.11800000071525574,0.7365000247955322,0.093299999833107,0.10570000112056732,0.1518000066280365,0.635200023651123,0.1437000036239624,0.15150000154972076,0.18870000541210175,0.4553000032901764,0.10999999940395355,0.1152999997138977,0.24500000476837158,0.5583999752998352,0.1469999998807907,0.14910000562667847,0.16359999775886536,0.1891999989748001,0.3779999911785126,0.38359999656677246,0.15850000083446503,0.1656000018119812,0.3634999990463257,0.36660000681877136,0.1315000057220459,0.911899983882904,0.12150000035762787,0.12449999898672104,0.1324000060558319,2.226300001144409,0.18119999766349792,0.18289999663829803,0.10019999742507935,0.7537000179290771,0.05609999969601631,0.07429999858140945,0.023000000044703484,1.0607999563217163,0.03579999879002571,0.04430000111460686,0.028200000524520874,1.0889999866485596,0.07349999994039536,0.08209999650716782,0.0989999994635582,0.7307000160217285,0.0575999990105629,0.06239999830722809,0.1282999962568283,0.7926999926567078,0.1467999964952469,0.1535000056028366,22.81644892692566,False,,,1,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-31,1674763411,22.81644892692566,2591199,airbus,149.132.176.97,22.81644892692566,0,1,0.00252532958984375
0.11559999734163284,0.7218000292778015,0.1290999948978424,0.12950000166893005,0.14900000393390656,0.6230999827384949,0.17599999904632568,0.17790000140666962,0.18610000610351562,0.44929999113082886,0.13359999656677246,0.1386999934911728,0.23829999566078186,0.5432000160217285,0.19300000369548798,0.19539999961853027,0.15399999916553497,0.17810000479221344,0.4487999975681305,0.4490000009536743,0.147599995136261,0.1542000025510788,0.4481000006198883,0.4487000107765198,0.12849999964237213,0.8912000060081482,0.16089999675750732,0.1647000014781952,0.12700000405311584,2.136699914932251,0.24580000340938568,0.2467000037431717,0.09749999642372131,0.7336999773979187,0.1054999977350235,0.11240000277757645,0.022700000554323196,1.0462000370025635,0.062199998646974564,0.06469999998807907,0.027499999850988388,1.0641000270843506,0.1152999997138977,0.11729999631643295,0.0966000035405159,0.7131999731063843,0.10199999809265137,0.10350000113248825,0.1242000013589859,0.7712000012397766,0.19339999556541443,0.195700004696846,2.4359822273254395,False,,,2,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-34,1674763414,25.2524311542511,2591199,airbus,149.132.176.97,25.2524311542511,0,2,0.00252532958984375
0.1143999993801117,0.7142999768257141,0.14710000157356262,0.14730000495910645,0.14740000665187836,0.6164000034332275,0.19349999725818634,0.1940000057220459,0.18299999833106995,0.4417000114917755,0.1624000072479248,0.16760000586509705,0.23409999907016754,0.5338000059127808,0.2206999957561493,0.22200000286102295,0.15080000460147858,0.17430000007152557,0.4715999960899353,0.4749999940395355,0.1437000036239624,0.1501999944448471,0.4763999879360199,0.47909998893737793,0.12680000066757202,0.8791000247001648,0.18359999358654022,0.18490000069141388,0.12470000237226486,2.0969998836517334,0.2736000120639801,0.27469998598098755,0.09679999947547913,0.7281000018119812,0.11919999867677689,0.12359999865293503,0.022600000724196434,1.0399999618530273,0.07320000231266022,0.07370000332593918,0.027300000190734863,1.056399941444397,0.1282999962568283,0.12929999828338623,0.09589999914169312,0.7077999711036682,0.11559999734163284,0.11569999903440475,0.12229999899864197,0.7616000175476074,0.21379999816417694,0.21559999883174896,2.3959600925445557,False,,,3,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-36,1674763416,27.648391246795654,2591199,airbus,149.132.176.97,27.648391246795654,0,3,0.00252532958984375
0.11400000005960464,0.7114999890327454,0.15379999577999115,0.15539999306201935,0.1469999998807907,0.614799976348877,0.19769999384880066,0.19850000739097595,0.18029999732971191,0.4352000057697296,0.18690000474452972,0.1882999986410141,0.23250000178813934,0.5300999879837036,0.2313999980688095,0.23350000381469727,0.148499995470047,0.17170000076293945,0.487199991941452,0.4896000027656555,0.14110000431537628,0.14749999344348907,0.4950999915599823,0.4966000020503998,0.12610000371932983,0.8745999932289124,0.19189999997615814,0.1923999935388565,0.12300000339746475,2.0680999755859375,0.29350000619888306,0.2955999970436096,0.09610000252723694,0.7228999733924866,0.13179999589920044,0.1331000030040741,0.02239999920129776,1.033400058746338,0.08500000089406967,0.0860000029206276,0.027300000190734863,1.056399941444397,0.1281999945640564,0.12919999659061432,0.09529999643564224,0.7037000060081482,0.1256999969482422,0.1264999955892563,0.12110000103712082,0.7558000087738037,0.2257000058889389,0.22709999978542328,2.2172696590423584,False,,,4,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-38,1674763418,29.865660905838013,2591199,airbus,149.132.176.97,29.865660905838013,0,4,0.00252532958984375
0.1137000024318695,0.7093999981880188,0.15860000252723694,0.15960000455379486,0.1462000012397766,0.6115999817848206,0.2061000019311905,0.20649999380111694,0.17900000512599945,0.4320000112056732,0.19859999418258667,0.2053000032901764,0.2295999974012375,0.5235000252723694,0.25049999356269836,0.2547999918460846,0.1467999964952469,0.1696999967098236,0.4993000030517578,0.5011000037193298,0.1395999938249588,0.14589999616146088,0.5058000087738037,0.5073000192642212,0.1256999969482422,0.8715999722480774,0.19750000536441803,0.19760000705718994,0.12160000205039978,2.044600009918213,0.3093999922275543,0.311599999666214,0.09529999643564224,0.7172999978065491,0.1453000009059906,0.1454000025987625,0.02239999920129776,1.030400037765503,0.09040000289678574,0.09139999747276306,0.0272000003606081,1.0501999855041504,0.13830000162124634,0.1387999951839447,0.09510000050067902,0.7021999955177307,0.12960000336170197,0.1298999935388565,0.12020000070333481,0.7506999969482422,0.23579999804496765,0.23739999532699585,2.796807050704956,False,,,5,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-41,1674763421,32.66246795654297,2591199,airbus,149.132.176.97,32.66246795654297,0,5,0.00252532958984375
0.11320000141859055,0.7064999938011169,0.1656000018119812,0.1664000004529953,0.14669999480247498,0.6136999726295471,0.20080000162124634,0.2054000049829483,0.17800000309944153,0.4296000003814697,0.20749999582767487,0.20890000462532043,0.22949999570846558,0.5231999754905701,0.25130000710487366,0.25450000166893005,0.14640000462532043,0.16930000483989716,0.5019000172615051,0.507099986076355,0.1395999938249588,0.14579999446868896,0.5063999891281128,0.5138999819755554,0.1256999969482422,0.8718000054359436,0.19709999859333038,0.20029999315738678,0.12060000002384186,2.028899908065796,0.3199999928474426,0.32330000400543213,0.09489999711513519,0.7142000198364258,0.1526000052690506,0.1543000042438507,0.022299999371170998,1.0292999744415283,0.09229999780654907,0.0925000011920929,0.0272000003606081,1.051300048828125,0.13650000095367432,0.13680000603199005,0.09480000287294388,0.6996999979019165,0.13580000400543213,0.1370999962091446,0.11990000307559967,0.7486000061035156,0.23899999260902405,0.24169999361038208,2.2668418884277344,False,,,6,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-43,1674763423,34.9293098449707,2591199,airbus,149.132.176.97,34.9293098449707,0,6,0.00252532958984375
0.11299999803304672,0.7053999900817871,0.16820000112056732,0.17149999737739563,0.14499999582767487,0.6065000295639038,0.21930000185966492,0.21940000355243683,0.17589999735355377,0.4246000051498413,0.22619999945163727,0.2289000004529953,0.22589999437332153,0.5151000022888184,0.274399995803833,0.2754000127315521,0.14509999752044678,0.16769999265670776,0.5109999775886536,0.511900007724762,0.13779999315738678,0.14399999380111694,0.5185999870300293,0.5205000042915344,0.12460000067949295,0.8640000224113464,0.21130000054836273,0.21150000393390656,0.11900000274181366,2.0011000633239746,0.3384999930858612,0.3416000008583069,0.0940999984741211,0.7081999778747559,0.16660000383853912,0.1673000007867813,0.022299999371170998,1.026900053024292,0.09650000184774399,0.09669999778270721,0.02710000053048134,1.0484999418258667,0.1412000060081482,0.14159999787807465,0.094200000166893,0.695900022983551,0.14509999752044678,0.1453000009059906,0.11869999766349792,0.7422999739646912,0.2513999938964844,0.2526000142097473,2.423147201538086,False,,,7,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-46,1674763426,37.35245704650879,2591199,airbus,149.132.176.97,37.35245704650879,0,7,0.00252532958984375
0.11320000141859055,0.7064999938011169,0.1657000035047531,0.17069999873638153,0.14489999413490295,0.6060000061988831,0.2206999957561493,0.22120000422000885,0.17430000007152557,0.4207000136375427,0.24040000140666962,0.24469999969005585,0.22390000522136688,0.5105000138282776,0.2870999872684479,0.2904999852180481,0.1437000036239624,0.16619999706745148,0.5200999975204468,0.522599995136261,0.13729999959468842,0.14350000023841858,0.5221999883651733,0.5267000198364258,0.1242000013589859,0.8611000180244446,0.21660000085830688,0.2175000011920929,0.11900000274181366,2.001499891281128,0.33820000290870667,0.3400999903678894,0.09359999746084213,0.7044000029563904,0.17560000717639923,0.1768999993801117,0.022299999371170998,1.0255999565124512,0.09870000183582306,0.10029999911785126,0.02710000053048134,1.0461000204086304,0.14509999752044678,0.1469999998807907,0.09430000185966492,0.6966000199317932,0.14339999854564667,0.14390000700950623,0.11810000240802765,0.7407000064849854,0.25619998574256897,0.25850000977516174,2.4372482299804688,False,,,8,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-48,1674763428,39.78970527648926,2591199,airbus,149.132.176.97,39.78970527648926,0,8,0.00252532958984375
0.11259999871253967,0.7026000022888184,0.17489999532699585,0.17560000717639923,0.14409999549388885,0.6026999950408936,0.2290000021457672,0.2295999974012375,0.1737000048160553,0.41929998993873596,0.2451999932527542,0.24770000576972961,0.2224999964237213,0.5072000026702881,0.2964000105857849,0.29789999127388,0.1429000049829483,0.16529999673366547,0.5252000093460083,0.5288000106811523,0.13670000433921814,0.1428000032901764,0.5264999866485596,0.5324000120162964,0.12430000305175781,0.8618000149726868,0.21539999544620514,0.2190999984741211,0.11810000240802765,1.9855999946594238,0.34869998693466187,0.3499000072479248,0.0934000015258789,0.7024000287055969,0.18039999902248383,0.18529999256134033,0.022199999541044235,1.0247999429702759,0.10019999742507935,0.10080000013113022,0.027000000700354576,1.0434000492095947,0.14949999749660492,0.14970000088214874,0.0940999984741211,0.6951000094413757,0.1469999998807907,0.14730000495910645,0.11760000139474869,0.7378000020980835,0.2615000009536743,0.263700008392334,2.501255989074707,False,,,9,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-51,1674763431,42.290961265563965,2591199,airbus,149.132.176.97,42.290961265563965,0,9,0.00252532958984375
0.11219999939203262,0.7002999782562256,0.1800999939441681,0.18140000104904175,0.14319999516010284,0.5989999771118164,0.23849999904632568,0.24130000174045563,0.1728000044822693,0.4169999957084656,0.2535000145435333,0.25440001487731934,0.22100000083446503,0.5037999749183655,0.3057999908924103,0.3066999912261963,0.1420000046491623,0.16410000622272491,0.5317000150680542,0.5368000268936157,0.13590000569820404,0.1420000046491623,0.5321000218391418,0.5397999882698059,0.12349999696016312,0.8565000295639038,0.22509999573230743,0.23149999976158142,0.1177000030875206,1.9801000356674194,0.3522999882698059,0.3537999987602234,0.09279999881982803,0.6984000205993652,0.18950000405311584,0.19539999961853027,0.022199999541044235,1.0210000276565552,0.10679999738931656,0.10830000042915344,0.027000000700354576,1.0426000356674194,0.15080000460147858,0.15129999816417694,0.0934000015258789,0.6894999742507935,0.16089999675750732,0.16110000014305115,0.11699999868869781,0.734499990940094,0.2689000070095062,0.2718000113964081,2.470759868621826,False,,,10,04e1b_00129,88bff54167af4118bbfcbaebb27ba262,2023-01-26_21-03-53,1674763433,44.76172113418579,2591199,airbus,149.132.176.97,44.76172113418579,0,10,0.00252532958984375
